keyword_ascii,scholar_query_ascii,google_scholar_url_ascii,occurrences,formal_branches,formal_scopes,fields,source_tags,source_codes,source_titles
"Graphs and linear algebra (matrices, eigenvalues, etc.)","Graphs and linear algebra (matrices, eigenvalues, etc.)",https://scholar.google.com/scholar?q=Graphs%20and%20linear%20algebra%20(matrices%2C%20eigenvalues%2C%20etc.),1,Mathematics,core,"Combinatorics {For finite fields, see 11Txx}",MSC2020:05C50,05C50,"Graphs and linear algebra (matrices, eigenvalues, etc.)"
"Graphs, diagram schemes, precategories","Graphs, diagram schemes, precategories",https://scholar.google.com/scholar?q=Graphs%2C%20diagram%20schemes%2C%20precategories,1,Mathematics,core,"Category theory; homological algebra {For commutative rings, see 13Dxx; for associative rings, see 16Exx; for groups, see 20Jxx; for topological groups and related structures, see 57Txx; for algebraic topology, see also 55Nxx, 55Uxx}",MSC2020:18A10,18A10,"Graphs, diagram schemes, precategories"
"Grassmannians, Schubert varieties, flag manifolds","Grassmannians, Schubert varieties, flag manifolds",https://scholar.google.com/scholar?q=Grassmannians%2C%20Schubert%20varieties%2C%20flag%20manifolds,1,Mathematics,core,Algebraic geometry,MSC2020:14M15,14M15,"Grassmannians, Schubert varieties, flag manifolds [See also 32M10, 51M35]"
Green's functions for elliptic equations,Green's functions for elliptic equations,https://scholar.google.com/scholar?q=Green's%20functions%20for%20elliptic%20equations,1,Mathematics,core,Partial differential equations,MSC2020:35J08,35J08,Green’s functions for elliptic equations
Green's functions for ordinary differential equations,Green's functions for ordinary differential equations,https://scholar.google.com/scholar?q=Green's%20functions%20for%20ordinary%20differential%20equations,1,Mathematics,core,Ordinary differential equations,MSC2020:34B27,34B27,Green’s functions for ordinary differential equations
"Gromov-Witten invariants, quantum cohomology, Frobenius manifolds","Gromov-Witten invariants, quantum cohomology, Frobenius manifolds",https://scholar.google.com/scholar?q=Gromov-Witten%20invariants%2C%20quantum%20cohomology%2C%20Frobenius%20manifolds,1,Mathematics,core,"Differential geometry {For differential topology, see 57Rxx; for foundational questions of differentiable manifolds, see 58Axx}",MSC2020:53D45,53D45,"Gromov-Witten invariants, quantum cohomology, Frobenius manifolds [See also 14N35]"
"Gromov-Witten invariants, quantum cohomology, Gopakumar-Vafa invariants, Donaldson-Thomas invariants (algebro-geometric aspects)","Gromov-Witten invariants, quantum cohomology, Gopakumar-Vafa invariants, Donaldson-Thomas invariants (algebro-geometric aspects)",https://scholar.google.com/scholar?q=Gromov-Witten%20invariants%2C%20quantum%20cohomology%2C%20Gopakumar-Vafa%20invariants%2C%20Donaldson-Thomas%20invariants%20(algebro-geometric%20aspects),1,Mathematics,core,Algebraic geometry,MSC2020:14N35,14N35,"Gromov-Witten invariants, quantum cohomology, Gopakumar-Vafa invariants, Donaldson-Thomas invariants (algebro-geometric aspects) [See also 53D45]"
Grothendieck groups (category-theoretic aspects),Grothendieck groups (category-theoretic aspects),https://scholar.google.com/scholar?q=Grothendieck%20groups%20(category-theoretic%20aspects),1,Mathematics,core,"Category theory; homological algebra {For commutative rings, see 13Dxx; for associative rings, see 16Exx; for groups, see 20Jxx; for topological groups and related structures, see 57Txx; for algebraic topology, see also 55Nxx, 55Uxx}",MSC2020:18F30,18F30,"Grothendieck groups (category-theoretic aspects) [See also 13D15, 16E20, 19Axx]"
Grothendieck groups and K0,Grothendieck groups and K0,https://scholar.google.com/scholar?q=Grothendieck%20groups%20and%20K0,1,Mathematics,core,"K-theory [See also 16E20, 18F25]",MSC2020:19Axx,19Axx,"Grothendieck groups and K0 [See also 13D15, 18F30]"
"Grothendieck groups, K-theory and commutative rings","Grothendieck groups, K-theory and commutative rings",https://scholar.google.com/scholar?q=Grothendieck%20groups%2C%20K-theory%20and%20commutative%20rings,1,Mathematics,core,Commutative algebra,MSC2020:13D15,13D15,"Grothendieck groups, K-theory and commutative rings [See also 14C35, 18F30, 19Axx, 19D50]"
"Grothendieck groups, K-theory, etc.","Grothendieck groups, K-theory, etc.",https://scholar.google.com/scholar?q=Grothendieck%20groups%2C%20K-theory%2C%20etc.,1,Mathematics,core,"Associative rings and algebras {For the commutative case, see 13-XX}",MSC2020:16E20,16E20,"Grothendieck groups, K-theory, etc. [See also 18F30, 19Axx, 19D50]"
Grothendieck topologies and Grothendieck topoi,Grothendieck topologies and Grothendieck topoi,https://scholar.google.com/scholar?q=Grothendieck%20topologies%20and%20Grothendieck%20topoi,1,Mathematics,core,"Category theory; homological algebra {For commutative rings, see 13Dxx; for associative rings, see 16Exx; for groups, see 20Jxx; for topological groups and related structures, see 57Txx; for algebraic topology, see also 55Nxx, 55Uxx}",MSC2020:18F10,18F10,"Grothendieck topologies and Grothendieck topoi [See also 14F20, 18B25]"
Group actions and symmetry properties,Group actions and symmetry properties,https://scholar.google.com/scholar?q=Group%20actions%20and%20symmetry%20properties,1,Mathematics,core,"Global analysis, analysis on manifolds [See also 32Cxx, 32Fxx, 32Wxx, 46-XX, 53Cxx] {For nonlinear operators, see 47Hxx; for geometric integration theory, see 49Q15}",MSC2020:58D19,58D19,Group actions and symmetry properties
Group actions on affine varieties,Group actions on affine varieties,https://scholar.google.com/scholar?q=Group%20actions%20on%20affine%20varieties,1,Mathematics,core,Algebraic geometry,MSC2020:14R20,14R20,"Group actions on affine varieties [See also 13A50, 14L30]"
Group actions on combinatorial structures,Group actions on combinatorial structures,https://scholar.google.com/scholar?q=Group%20actions%20on%20combinatorial%20structures,1,Mathematics,core,"Combinatorics {For finite fields, see 11Txx}",MSC2020:05E18,05E18,Group actions on combinatorial structures
Group actions on manifolds and cell complexes in low dimensions,Group actions on manifolds and cell complexes in low dimensions,https://scholar.google.com/scholar?q=Group%20actions%20on%20manifolds%20and%20cell%20complexes%20in%20low%20dimensions,1,Mathematics,core,"Manifolds and cell complexes {For complex manifolds, see 32Qxx}",MSC2020:57M60,57M60,Group actions on manifolds and cell complexes in low dimensions
Group actions on varieties or schemes (quotients),Group actions on varieties or schemes (quotients),https://scholar.google.com/scholar?q=Group%20actions%20on%20varieties%20or%20schemes%20(quotients),1,Mathematics,core,Algebraic geometry,MSC2020:14L30,14L30,"Group actions on varieties or schemes (quotients) [See also 13A50, 14L24, 14M17]"
Group algebras of locally compact groups,Group algebras of locally compact groups,https://scholar.google.com/scholar?q=Group%20algebras%20of%20locally%20compact%20groups,1,Mathematics,core,"Topological groups, Lie groups {For transformation groups, see 54H15, 57Sxx, 58-XX; for abstract harmonic analysis, see 43-XX}",MSC2020:22D15,22D15,Group algebras of locally compact groups
Group preferences,Group preferences,https://scholar.google.com/scholar?q=Group%20preferences,1,Game theory and formal social science,adjacent,"Game theory, economics, finance, and other social and behavioral sciences",MSC2020:91B10,91B10,Group preferences
"Group rings , Laurent polynomial rings (associative algebraic aspects)","Group rings , Laurent polynomial rings (associative algebraic aspects)",https://scholar.google.com/scholar?q=Group%20rings%20%2C%20Laurent%20polynomial%20rings%20(associative%20algebraic%20aspects),1,Mathematics,core,"Associative rings and algebras {For the commutative case, see 13-XX}",MSC2020:16S34,16S34,"Group rings [See also 20C05, 20C07], Laurent polynomial rings (associative algebraic aspects)"
Group rings of finite groups and their modules (group-theoretic aspects),Group rings of finite groups and their modules (group-theoretic aspects),https://scholar.google.com/scholar?q=Group%20rings%20of%20finite%20groups%20and%20their%20modules%20(group-theoretic%20aspects),1,Mathematics,core,Group theory and generalizations,MSC2020:20C05,20C05,Group rings of finite groups and their modules (group-theoretic aspects) [See also 16S34]
Group rings of infinite groups and their modules (group-theoretic aspects),Group rings of infinite groups and their modules (group-theoretic aspects),https://scholar.google.com/scholar?q=Group%20rings%20of%20infinite%20groups%20and%20their%20modules%20(group-theoretic%20aspects),1,Mathematics,core,Group theory and generalizations,MSC2020:20C07,20C07,Group rings of infinite groups and their modules (group-theoretic aspects) [See also 16S34]
Group schemes,Group schemes,https://scholar.google.com/scholar?q=Group%20schemes,1,Mathematics,core,Algebraic geometry,MSC2020:14L15,14L15,Group schemes
Group structures and generalizations on infinite-dimensional manifolds,Group structures and generalizations on infinite-dimensional manifolds,https://scholar.google.com/scholar?q=Group%20structures%20and%20generalizations%20on%20infinite-dimensional%20manifolds,1,Mathematics,core,"Global analysis, analysis on manifolds [See also 32Cxx, 32Fxx, 32Wxx, 46-XX, 53Cxx] {For nonlinear operators, see 47Hxx; for geometric integration theory, see 49Q15}",MSC2020:58B25,58B25,"Group structures and generalizations on infinite-dimensional manifolds [See also 22E65, 58D05]"
Group theory and generalizations,Group theory and generalizations,https://scholar.google.com/scholar?q=Group%20theory%20and%20generalizations,1,Mathematics,core,Group theory and generalizations,MSC2020:20-XX,20-XX,Group theory and generalizations
Group varieties,Group varieties,https://scholar.google.com/scholar?q=Group%20varieties,1,Mathematics,core,Algebraic geometry,MSC2020:14L10,14L10,Group varieties
"Group- or semigroup-valued set functions, measures and integrals","Group- or semigroup-valued set functions, measures and integrals",https://scholar.google.com/scholar?q=Group-%20or%20semigroup-valued%20set%20functions%2C%20measures%20and%20integrals,1,Mathematics,core,"Measure and integration {For analysis on manifolds, see 58-XX}",MSC2020:28B10,28B10,"Group- or semigroup-valued set functions, measures and integrals"
Group-invariant bifurcation theory in infinite-dimensional spaces,Group-invariant bifurcation theory in infinite-dimensional spaces,https://scholar.google.com/scholar?q=Group-invariant%20bifurcation%20theory%20in%20infinite-dimensional%20spaces,1,Mathematics,core,"Global analysis, analysis on manifolds [See also 32Cxx, 32Fxx, 32Wxx, 46-XX, 53Cxx] {For nonlinear operators, see 47Hxx; for geometric integration theory, see 49Q15}",MSC2020:58E09,58E09,Group-invariant bifurcation theory in infinite-dimensional spaces
Groupoids (i.e. small categories in which all morphisms are isomorphisms),Groupoids (i.e. small categories in which all morphisms are isomorphisms),https://scholar.google.com/scholar?q=Groupoids%20(i.e.%20small%20categories%20in%20which%20all%20morphisms%20are%20isomorphisms),2,Mathematics,core,Group theory and generalizations,MSC2020:20L05; MSC2020:20Lxx,20L05; 20Lxx,"Groupoids (i.e. small categories in which all morphisms are isomorphisms) {For sets with a single binary operation, see 20N02; for topological groupoids, see 22A22, 58H05}"
"Groupoids, semigroupoids, semigroups, groups (viewed as categories)","Groupoids, semigroupoids, semigroups, groups (viewed as categories)",https://scholar.google.com/scholar?q=Groupoids%2C%20semigroupoids%2C%20semigroups%2C%20groups%20(viewed%20as%20categories),1,Mathematics,core,"Category theory; homological algebra {For commutative rings, see 13Dxx; for associative rings, see 16Exx; for groups, see 20Jxx; for topological groups and related structures, see 57Txx; for algebraic topology, see also 55Nxx, 55Uxx}",MSC2020:18B40,18B40,"Groupoids, semigroupoids, semigroups, groups (viewed as categories) [See also 20Axx, 20L05, 20Mxx]"
Groups acting on specific manifolds,Groups acting on specific manifolds,https://scholar.google.com/scholar?q=Groups%20acting%20on%20specific%20manifolds,1,Mathematics,core,"Manifolds and cell complexes {For complex manifolds, see 32Qxx}",MSC2020:57S25,57S25,Groups acting on specific manifolds
Groups acting on trees,Groups acting on trees,https://scholar.google.com/scholar?q=Groups%20acting%20on%20trees,1,Mathematics,core,Group theory and generalizations,MSC2020:20E08,20E08,Groups acting on trees [See also 20F65]
